latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.384,19.5323,340.6,1.9,1.3,2021-08-23,1120,Aqua,MODIS,89,6.03,307,81.9,D,0
40.3879,19.5504,327.3,1.9,1.3,2021-08-23,1120,Aqua,MODIS,77,6.03,305.1,33.9,D,0
40.6553,19.6536,320.2,1.8,1.3,2021-08-23,1120,Aqua,MODIS,64,6.03,306.7,15.5,D,0
41.1817,19.6297,320.8,1.8,1.3,2021-08-23,1120,Aqua,MODIS,66,6.03,304.6,17.9,D,0
41.4438,21.9378,322.6,1.3,1.1,2021-08-23,1120,Aqua,MODIS,73,6.03,309.5,9.9,D,2
41.1784,19.6344,319,1,1,2021-08-23,2041,Terra,MODIS,98,6.03,294.1,16.6,N,0
41.18,19.6463,325.4,1,1,2021-08-23,2041,Terra,MODIS,100,6.03,295.2,23,N,0
41.1873,19.6323,322.2,1,1,2021-08-23,2041,Terra,MODIS,100,6.03,294.5,19.6,N,0
41.1889,19.6441,327.7,1,1,2021-08-23,2041,Terra,MODIS,100,6.03,294.9,25.7,N,0
41.1867,19.6498,309.5,1.1,1.1,2021-08-24,57,Aqua,MODIS,77,6.03,293,11.3,N,0
41.189,19.6366,304.7,1.1,1.1,2021-08-24,57,Aqua,MODIS,61,6.03,292.1,7.6,N,0
41.4494,21.9428,302.9,1.4,1.2,2021-08-24,57,Aqua,MODIS,52,6.03,289.6,10.4,N,2
34.8693,25.7003,316.4,1.7,1.3,2021-08-24,842,Terra,MODIS,66,6.03,305.9,25.8,D,3
41.4357,21.9436,324,3.8,1.8,2021-08-24,1018,Terra,MODIS,78,6.03,299.9,90.9,D,2
41.4456,21.941,326.1,3.8,1.8,2021-08-24,1018,Terra,MODIS,80,6.03,300.1,108.8,D,2
41.1776,19.6324,317.3,2.9,1.6,2021-08-24,1019,Terra,MODIS,67,6.03,301.9,32.3,D,0
41.1825,19.6644,344.1,2.9,1.6,2021-08-24,1019,Terra,MODIS,92,6.03,302.6,202.1,D,0
41.1838,19.6696,337.7,2.9,1.6,2021-08-24,1019,Terra,MODIS,88,6.03,301.7,148.5,D,0
41.1902,19.6327,347.1,2.9,1.6,2021-08-24,1019,Terra,MODIS,94,6.03,303.4,227.5,D,0
41.1916,19.6383,355.5,2.9,1.6,2021-08-24,1019,Terra,MODIS,98,6.03,303.6,313.9,D,0
40.546,26.8612,313.4,4.4,1.9,2021-08-24,1025,Aqua,MODIS,49,6.03,298.2,53.1,D,0
40.5473,26.8578,312.2,4.4,1.9,2021-08-24,1025,Aqua,MODIS,34,6.03,298.1,43.5,D,0
39.6708,26.1828,338.5,2.8,1.6,2021-08-24,1202,Aqua,MODIS,67,6.03,305,128.5,D,0
39.6852,26.1821,322.6,2.8,1.6,2021-08-24,1202,Aqua,MODIS,54,6.03,305.3,37.5,D,0
40.9028,21.4819,329.1,1.5,1.2,2021-08-24,1203,Aqua,MODIS,77,6.03,308.9,23.7,D,0
41.1749,19.6273,328.4,1.2,1.1,2021-08-24,1203,Aqua,MODIS,77,6.03,307.5,18.8,D,0
41.1757,19.6325,352.4,1.2,1.1,2021-08-24,1203,Aqua,MODIS,96,6.03,309.4,74,D,0
41.1765,19.6419,368.4,1.2,1.1,2021-08-24,1203,Aqua,MODIS,100,6.03,312.5,135.8,D,0
41.1773,19.647,388.2,1.2,1.1,2021-08-24,1203,Aqua,MODIS,100,6.03,313,243.8,D,0
41.1781,19.6564,348.4,1.2,1.1,2021-08-24,1203,Aqua,MODIS,94,6.03,305.6,64.9,D,0
41.1789,19.6615,321.5,1.2,1.1,2021-08-24,1203,Aqua,MODIS,25,6.03,303.2,10.7,D,0
41.1848,19.6255,322.9,1.2,1.1,2021-08-24,1203,Aqua,MODIS,66,6.03,307.6,12,D,0
41.1864,19.6399,366.3,1.2,1.1,2021-08-24,1203,Aqua,MODIS,100,6.03,312.6,127.9,D,0
41.188,19.6543,332.9,1.2,1.1,2021-08-24,1203,Aqua,MODIS,82,6.03,304.5,29,D,0
41.4497,21.9367,300.4,3,1.6,2021-08-24,1946,Terra,MODIS,22,6.03,289.9,19.5,N,2
41.1769,19.6493,303,4.1,1.9,2021-08-24,1947,Terra,MODIS,53,6.03,291.8,36.6,N,0
